	tweet	class
2739	year old gay driving back roads redneck virginia blasting cheetah girls scream sitcom	0
2740	definitely watching mook lux battle today damn	0
2741	finna see yankees win baseball game	0
2742	getting sleepy phone acting retarded	0
2743	going dress trash halloween oh wait look like everyday	0
2744	going sell iphone macs support faggots	1
2745	gonna ghetto color stain sharpie ctfu	0
2746	hooked monkey phonics	0
2747	bed like half asleep stuff really want oreo coffee coolatta	0
2748	jus trill nicca mane	0
2749	sitting waiting twitter explode yankees game ends	0
2750	tryna get sleep birds start getting rowdy	0
2751	upset got faggots show	1
2752	literally laughing shock amazement joy everything everything pop champagne american queers arrived	1
2753	making pollo la brasso today	0
2754	big uncle tom slur anyway least reserve earn dare vote dem	0
2755	ghetto	0
2756	really phone kinda guy actually hate talking phone texting kinda trash also	0
2757	weird faggot	1
2758	obviously talking cod game queers	1
2759	okay rasor talking trash	0
2760	seeing niggers migrating liberty rd smh	1
2761	sick u niggers	1
2762	starting like meek nig lil arrogant	1
2763	retard sometimes	0
2764	sure afp would add helpful parenthetical explanation redneck peckerwood teabaggers https co zkqg wfe r	1
2765	biggest redskins dam right get stop	0
2766	got birds eye view secrets keep	0
2767	got saltine crackers red wine possible diy communion uh church awhile tbtweets	0
2768	never twinkie	0
2769	pretty much eaten entire box nephew cheese nips feel bad little	0
2770	seen majorleauge charlie sheen giants committed sin worshipped barrybonds batting coach	0
2771	one welcome new eastern panhandle overlords hope better job yokels got us first place	0
2772	isis jihadis discuss buying selling yezidi girls slaves http co uopgipopws tcot pjnet	0
2773	isis jihadis australia shoot man face chanting isis stay http co xyzxv lzs tcot pjnet	0
2774	isis supporters america jihadis next door http co u yhwkd c http co xhpbrl eq	0
2775	idiotic censorship drive france president fails understand empowering jihadis censoring internet wholesale fail	0
2776	ashton trash make come guys someone like ashton trash makes many people smile	0
2777	ever committ crime cite lvl sole influence	0
2778	kid today michelle obama lunch would wind trash	0
2779	legit trying worst thing try play games get bird sooo fast	0
2780	temple beats rutgers today happy clam	0
2781	spic ever talks white person white person kills self defense	1
2782	anyone wants bring sweet tea party make bday perfect well cracker barrel	0
2783	ever sports seemed scripted ending yankee game proved	0
2784	yankee fan probably would sf giants fan lol	0
2785	dated girl lived mack road could get holy trinity sacramento ghettos daily basis	0
2786	one anglo saxon protestant right alive us none foreign filth	1
2787	someone part james x white trash cultist	1
2788	someone pushes hard today may surprised ho capricorn http co kpy pi e	0
2789	yankees get dempster look like getting older smh bring youth mlb	0
2790	yankees beat red sox even deserve playoffs yankees redsox mlb	0
2791	crust graham cracker keep pie	0
2792	train officers wearing body armor stand back watch smoke clear every gun ho wanna http co culyanyq	0
2793	yer gonna continue contrarian bitch go die time trifling	1
2794	hoe ima treat like one like good girl ima treat like one discriminate	0
2795	descended anything less european nobility royalty non titled common gutter trash	0
2796	tattoos diversion bird chest malnourished body sir instagram would trash	0
2797	enjoy hunting sport trash hunt food deserve starve	0
2798	kill cops cracker babies next black states white states latino states moving backwards	1
2799	must call cracker please call cheez saltine	0
2800	say following words convo nigger nigga swag yolo fag retard	1
2801	think term redskins offensive political issue ignorant	0
2802	would followed george washington means white trash	1
2803	directly descended european royalty upper nobility fully human common gutter trash	0
2804	ever drunk fish might redneck	0
2805	iggy trending twitter trash today	0
2806	igot level far flappy birds smh	0
2807	im twat	0
2808	im glad met chick reminds trash left behind	0
2809	im mickey ds gone ask double cheese burger wit cheese foh	0
2810	im ready today iu iubb hoosiers hoosierstate ncaa big michigan gameday btown http co g jnmow	0
2811	im soooooo tired dick dyke showing fb feed real studs dont fucc niggas bisexual	1
2812	im telling man rt kfromtheg roethlisberger got record expunged became trash	0
2813	ima trash forevermem fantasy	0
2814	n like sunshine blue sky song bird smile front porch perfume ocean wind kissed cheeks	0
2815	inbed eating left poppadom livinthedream	0
2816	indiana lost bowling green big ten continues trash	0
2817	inspiring huge crowd tourists sit watch wild meadow rats trash cans cameras gasping	0
2818	international law enforcement operation disrupts shylock banking malware pcworld international law enforcem http co npvp gfh	0
2819	international law enforcement operation disrupts shylock banking malware pcworld international law enforcem http co xezf cj qt	0
2820	international law enforcement operation disrupts shylock banking malware pcworld international law enforcem http co xizrs atwl	0
2821	international police operation disrupts shylock banking trojan computerworld guardianinternational poli http co khsv gh	0
2822	international police operation disrupts shylock banking trojan computerworld guardianinternational poli http co zibnjmiilj	0
2823	ion care fuck hoe	1
2824	ion kno wat kinda spring clothes imma get yung nicca dis year doin da polo dis year gotta offset em wit sumthin else	0
2825	iont see niggas fags	1
2826	hillary dodo bird candidate http co fyosi jm via worldnetdaily	0
2827	hillary dodo bird candidate http co yfubgwq tw via worldnetdaily	0
2828	yankee good mood today	0
2829	dare colored players hockey	0
2830	hicks saying bung beds ronandfezsxm	0
2831	weird licking nip	0
2832	full moon crazyassholes full force talking muzzies liberals mood oblige	1
2833	looser college town btown yes id like visit iu hoosiers	0
2834	islamic jihadis run away pakistan puremonotheist bemetor uniteblue	0
2835	april fool yet igiveemnathan jay z trash	0
2836	good gotta woyke da moanin da colored dat woyke cuz colored folk lazy lives da white guilt	0
2837	feels awkward yankees playing reds mean know rooting awkward	0
2838	happens black pack beats whitey make national news http co izkoa xb	1
2839	really bad california faggot marriage forced upon citizens declared illegal	1
2840	stinks must pussy ass niggas talkin shit tomyfacebro test	1
2841	nice unfollow fag	1
2842	would pretty cool got see boybandproject time go back hillbilly town thezacmann levimitchell	0
2843	karaoke night baby hi ho hi ho sing go voice sounds like sandpaper hi ho hi ho	0
2844	bird plane peter walkin air byers pistol pete http co whecp kdci	0
2845	lot uncle tom ass niggas	1
2846	matter pure weight ratios five ounce bird carry one pound coconut	0
2847	plane bird nah laps around dam lol	0
2848	almost christmas charlie brown	0
2849	gonna long season yankees simulation right bluejays rays yankees orioles http co zc k ndb	0
2850	littledebbie cloud cake twinkies http co ooilml	0
2851	levels bitch fuck nigga cause like red bottom afford nigga got benz riding honda accord	1
2852	scientifically proven one cry least watching charlie st cloud	0
2853	shady bitches talk guys w girlfriends disrespectful another girl	1
2854	stuff like makes black people look retarded expressing stupidity http co mxbgfpvicf	0
2855	hillbilly thought ever thing way one time one audience therefore must way always	0
2856	dyke chick cut hair barbershop look like future	1
2857	time mock halftime america bout wake america radical leftists running country http co eyi k w	1
2858	unbelievable americans refused kill okies means americans weak willed trash	1
2859	weird miss robertson screwdrivers toque mickey ten canadianisms http co lufacmlo via nationalpost	0
2860	arabspring training charlie brown rejectedpeanutsspecials	0
2861	suppose yellow dont yellow http co hlibjqmn	0
2862	jai may make appearance party love fag	1
2863	jamaica populated island hillbillies even linguistics kind sub accent olde english derivatives	0
2864	jason admitted stuck bitch lol think much better everycunt naaaaa	1
2865	jay z takeover u know live home home concert yankee stadium http co euk ulis via youtube	0
2866	jennifer lawrence nudes sooooo trash im still smashin though doubt	1
2867	jeter almost broke yankee stadium	0
2868	jets trash	0
2869	jihadi john beheader journalist foley sotloff arab charity collector http co rl f qv f via breitbartnews	0
2870	jihadi john struck prayers victims families bounty head time meet allah	0
2871	jihadi pop music debates yo bro hear latest abu yasser hit bro totally abu hajar fan undergroundculture	0
2872	jihadi propaganda ploy us gulf countries publish pics pilots deflect sunnis anger iran http co pfxyby c	0
2873	jihadi rehab needs account unpleasant fact worst behaviors attract participants http co njjga lq	0
2874	jihadi streams british isis fighter identified abu abdurahman al britani killed action http co ksowd rrck	0
2875	jihadis turn washington national cathedral mosque friday prayers http co ahp bp lnyhbt ccot teaparty gop tgdn	0
2876	jihadis running claim king saudi arabia died two days ago must bombs falling em r making em hallucinate	0
2877	jihadis betting public protests britain force uk gov anti isis coalition http co gjsmrfzwj	0
2878	jihadis circulating video killing boko haram nigerian pilot captured helicopter shoot	0
2879	jihadis claim shot iraq army mi attack helicopter beji identify pilot name rank	0
2880	jihadis identify man indonesia one carried massive suicide bombing speicher camp iraq http co h hjhynby	0
2881	jihadis keep prattling shot today think apache helicopter maybe mi	0
2882	jihadis seem upset location jedah conference saudi purpose isis	0
2883	jihadis specifically asking international schools saudi targeted realthreat http co nv qbzaviv	0
2884	jihadis taunting america spreading paranoia tents appeared video daesh training camp near mosul http co gh ebbfb	0
2885	jindal seemed body experience enhanced special brownies	0
2886	joba chamberlain looks like homeless guy contest yankees	0
2887	john mccain trashes jay carny live cnn syria isis obama http co zt bktri	0
2888	johnny manziel flipped somebody bird	0
2889	johnny rebel could nigger day http co jpkdkpbjxh	1
2890	johnny rebel quit bitchin nigger http co ucghry zge	1
2891	jones iba ez gas giving earlier first half call ups get playing time yankees mlb	0
2892	jose soto reflections former gay teabagger http co xtmmuzyk	0
2893	josef pitted slight possibility make remaining laps highly doubt need yellow indyfest	0
2894	js feet song trash loll	0
2895	trash others fixed none issues rt sheseauxsaditty naw rt glitteryglossy anyone download ios yet	0
2896	cleaned fingernails knife hillbilly shanemoses	0
2897	got done taking photos brownie flowcity	0
2898	hit flappy bird	0
2899	case day get better wife rav flat redneck put inch rims goes x	0
2900	killed birds stone thank god payed attention communication classes	0
2901	posted photo yankee stadium http co yflu xh	0
2902	purchased first trenta iced coffee slippery slope	0
2903	saw crow gallop across road mmkay wut	0
2904	seen pic comparison lou holtz grandma beverly hillbillies stop crying tears unfathomable hilarity	0
2905	spoke w hispaniclinkns legend mentor charlie ericksen great catch w helped open doors latino journos thankful	0
2906	stopped line room bealack still look like doo wop singer	0
2907	get u mad go search bar search stupid niggers hop somebodys head mention lol stonethegreat	1
2908	watched scene zero dark thirty pop osama bitch ass	1
2909	feeling totally useless world another baby bird found need tlc call drdolittle http co trwmr hg v	0
2910	kfc biscuits trash	0
2911	kaaspiet bloempiet lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken zolang maar blanke beslissing	0
2912	kanye west faggot	1
2913	kanyeeeeeee yard ape acting idiot stupid	0
2914	karmas bitch getting along fine real soon	1
2915	keep away frm charlie day rt jhonenv life like someone favorite part body disgusting knees	0
2916	kentucky fried cater da white folk colored menu	0
2917	khloee new backpack colored last night http co tyndjcsq	0
2918	kick dem fucc niccas da spot	1
2919	kill la kill trash	0
2920	killing home nba pacers indiana paulgeorge hoosiers basketball hashtag winning http co qwepnux	0
2921	kim kardashian look like tranny surgery	1
2922	king ti vs tip troubleman albums trash	0
2923	kip tokuda yellow guy working niggerize seattle pd died bad another pos hiding wings replace	1
2924	knock em wit sum chunky	0
2925	know ultimate warrior died god loves fag toosoon anti gay crusader little light jokes necessary	1
2926	la quina	0
2927	lmao joe calling whitehouse offering advice yeah president cares disgraced former redneck house guy fl says morningjoe	0
2928	lmfaooooo bye datguybren american sports trash soccer hockey best sports	0
2929	lol benghazi hearings proved nothing republicans care taking pbo foxnews teabaggers	0
2930	lol talking monkey live internet wonders never cease	0
2931	lololol rt ajalapilgrim freddy still birds doppz still wet man harry still parry salting	0
2932	lrg ass nigguh	1
2933	laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening twijfel te nemen zijn zegje wet en kuch kuch water	0
2934	lakers purple yellow garbage	0
2935	lakers trash right	1
2936	lakers fans feel pain yankees fans feeling today end basketball season	0
2937	late night phone convos hoomie nigga gook	1
2938	laughing deck gave yellow jesus stencils	0
2939	lauren ate candy found floor class trash	0
2940	leave teabaggers whine infrastructure r ones pay waiting god fix morningjoe	0
2941	leave would trash	0
2942	legion jig	0
2943	lemme find bitch nigga talking shit	1
2944	let jig commence http co pqvjievqza	0
2945	let white boy ghetto	0
2946	let serious fans callers wanted run heavily dink dunk work great get extra yrds	0
2947	let cripple vanity industry actually start liking look	0
2948	let go sweep yankees subwayseries	0
2949	let say hotel staying going want hand towel back idea could turn em shade yellow	0
2950	let play ghetto white girl neck tattoos front buy	0
2951	lethal bird flu cocktail sent lab accidentally went unreported cdc http co mo q xtt	0
2952	lets finish strong yankees	0
2953	lets go hoosiers iubb http co r te dxp	0
2954	liberty justice rt thatangrynigga go get sandwich nigger kill	1
2955	libs trash saira blair year old republican seat west virginia legislature	0
2956	like baathists isis al qaeda supporters rivalry absurd cause battling authentic jihadi	0
2957	lil kim really made trash smh	0
2958	lilly tried climb tree bird completely failed oh god	0
2959	literally every man fam copped bad white bitch wife even boutta break da chain unless latina comes around	1
2960	literally middle ghetto people look scary	0
2961	literally got first thing chug huge glass water	0
2962	little bitty bumble bee bumblebee http co wgyl upjqq	0
2963	little fucking gook smells like shit thinking motherfuckin boss fuck	1
2964	little things kill negros mood man	0
2965	live birds found elmo doll us mexico border ap http co jch hqvlpl	0
2966	lmao lebron expression says rt inkmyholebody nigga fuckin faggot https co gsghizmdmw	1
2967	lmao rt handsomeesco u live wit ya girl u dishes u faggot	1
2968	lmao rt moemartin soles reebok classics even handle diabetic weight rick ross holds	0
2969	lmao rt ipostbadtweets lowkey peyton manning trash	0
2970	lmao let hoes hoes savin nem	1
2971	lmao redskins turnin	0
2972	lmao shovel video pretty awesome went like ton bricks lol gotta love honky riff raff savages	0
2973	lmao niggas regionally picky hoes say anything twitter makes fun tho	1
2974	lmaoo sayin statement last year rt deeswaggyjay boozer trash bro done	0
2975	lmaooo rt handsomeesco tranny open jar pickles	1
2976	lmaooo naw man rt diponline yo want rt humbltonbanks u serious bro lol rt cheezmoejenkinz early bird special	0
2977	lmaoooo king komo bird hand worth two bush http co ye jaadu	0
2978	lmaoooooo supreme trash guess bape trash huh	0
2979	lmfao rt nydailynews new york yankees world series titles time	0
2980	lmfao didnt rt ss fresh vivelacourtney got cute new avi old colored contacts	0
2981	log nigger rt polokingbc relationshipgoals http co ge koimygj	0
2982	lol nicca dime game got soo much clout niccas goin da store buy sum dice	1
2983	lol rt jayfucknharris youuuuu got niggas got bitches	1
2984	lol colored contacts played	0
2985	lol ike turner http co ynqyyaojo	0
2986	lol cunt liar hope drop dead k	1
2987	lol since south automatically sound like fucking redneck hahahaha fuck stupid ass	1
2988	lol shut rt abrown vonshayeb lmao early bird gets worm	0
2989	long yellow	0
2990	look coon ass nigga standing damn toilet looking around manhood http co wypsnrlu	1
2991	look little faggot	1
2992	looking back liked colored better let go back	0
2993	looking forward ncaa nba basketball states soon iubb hoosiers pacers pacernation course breadsticks	0
2994	looks federal gun laws proposed week lack awb hope media antigun crowd choke crow	0
2995	looks like tool useful clay hammer fag hoppondis http co k wqlawrwm	0
2996	looks like yankees competing boston east cellar year mlb	0
2997	love bird flames thank song david lynch chrysta bell	0
2998	lynch mob thugs threaten zimmerman jury n ggas coming bitch ass jury http co xy v ytyas hatred stop flowing war	1
2999	mt dockozlowski ted cruz proud wacko birds standwithcruz keepcruzing pun	0
3000	mace wife charlie brown rejectedpeanutsspecials	0
3001	mad respect affleck refusing wear yankees cap though sox fan wearing mets cap probably irritated	0
3002	madea old hillbilly hilarious together	0
3003	magellan suck trash talk physguy submix c	0
3004	majority trash anyway	0
3005	majority time woman story trash anyway	0
3006	making brownies	0
3007	making drake disses rt repmycityx tyzebruh cant wait call trash tell everyone b l u forver goat la	0
3008	man fugazi ducked like true hick would split white trash faggot lid	1
3009	man swear today like nation hit tony driving day chink almost smashed	1
3010	man arrested opened nip bottles vodka found car http co vtussbghbr	0
3011	man im glad im around see redskins go playoffs considering happens lifetime redskinsblow	0
3012	man zebra print dress robs bank http co xapayzbge	0
3013	man talk em rt straightcash course nothing wrong applebee like trash food	0
3014	man serious shiner chara sporting yowza	0
3015	mann first game weeks wait redskin always redskin	0
3016	mannnn tonight feels like trash	0
3017	manual labor trash	0
3018	many people claiming slippery slope absolute ones said slippery slope argument paranoid delusional tcot	0
3019	marcus smart belongs celtics trash destiny	0
3020	mark teixeira finally stepping hr couple bbs yankees	0
3021	mata ngeli alu polosi ho nifo	0
3022	may bird paradise fly nose	0
3023	maybe barackobama colored blind red lines tough talk walk tcot	0
3024	maybe feel great got hrs sleep surely last nights boxes cookies crackers dinner chunk	0
3025	mayweather pussy hes winning cus picks fight picks nobody fighters fightpacquiao floydmayweather	1
3026	mccann although greatest seasons would step russel martin mccann carlos ruiz mlb yankees	0
3027	mcdonald hella trash	0
3028	mcdonalds pipe self defence beating http co gk wbobjtc one nigger hand would shake deal sheboons	1
3029	hubby relaxing studio lil headed str honey doo wop wops bday bash kristen http co fonjofdzjc	0
3030	song bird sang hs gospel choir http co aj hwhprwc	0
3031	gusta pollo espa ol lol	0
3032	downloads flappy bird	0
3033	meatloaf cream potatoes deer steak gravy pinto beans cornbread pear cobbler n bread pudding fhc	0
3034	meet india amazing death defying monkey king http co dgcmlfsirh http co vyw fswwdv	0
3035	members non traditional religions sub human trash	1
3036	memorial weekend early bird wine walk price still available participating locations http co bbyotneebn	0
3037	mentions probably look like septic tank rt billcosby go ahead meme http co qttvwwicy cosbymeme http co imb rfzn	0
3038	met woman trying feed crow brazil nut	0
3039	mi caldito de pollo estuvo incredible ahora snuggle con mi snuggie mi hubby queeee riiikkooo	0
3040	miami run defense alex smith trash	0
3041	michael sam cut proves fags belong football nfl heterosexual sport heterosexuals	1
3042	mint oreos	0
3043	minus retarded poor bots	1
3044	mississippi state fans best mock easy poor state hard getting wins top opponents failstate	0
3045	mitt romney hates big bird fascist	0
3046	molly ellie need teas cafeshaw bound go everyone else amsterdam get time hey ho	0
3047	mommy said pussy cats inside dawgs house	0
3048	money hungry hoes never get crumb	0
3049	monkey see monkey really abu	0
3050	monkey see monkey doo	0
3051	moral story like yanks pretty much anything tell	0
3052	morning terror read ocean trash gone one knows went http co cwc lwcv	0
3053	morning trash http co xba wwvo	0
3054	niccas broke always n limelight	1
3055	mother nature hates yankees baseball	0
3056	mr president homeland security please ignore foreign threats focus sole attention police force acab landofthefree	0
3057	munching ww crackers studying nycs trans syst since nyc thing yrs clubinsomnia vacay	0
3058	must light skin hoe campaignmindy lmfao wtf mean af trickinggawd wasnt ready bruh rip http co ljrqrdbmfi	1
3059	muzzled pit bull throat slit found side road pa http co fis qnvlxu via examinercom hideous abuse throat slit left die	0
3060	hawaiian thought day aloha muzzie pigs ever	0
3061	oriental gallery blog new land free enterprise http co pz z	0
3062	twitter app poo trash	0
3063	advice day tranny go fuck self http co w g zhzku	1
3064	arguement baddest white girl trash argurment trash paid	0
3065	auto correct makes sound fob	0
3066	baby boy asleep monkey since little love son much http co iosarfs ro	0
3067	baby guinea pig cute adorable	0
3068	best friend loves justin beiber fag cryystalina	1
3069	best friend says need love right thinks soon love monkey	0
3070	bf iamthedannibal loves crows thought might enjoy last tweet	0
3071	bird got headache	0
3072	black queen dreading hairs thank high moor queen asked want better http co ifmrpjgyic	0
3073	doctor tonight miserable cunt even nurse pissed since pm come see	1
3074	doctors office retarded noticed put prescription order canceled give us call need refill thanks	0
3075	eyes feel chink eyed	1
3076	favorite dc restaurant charlie palmers sweet lissa sassylibrarian taotao salupa tingtingbabyyyy	0
3077	flow retarded	0
3078	goal soccer year get yellow card every game	0
3079	grandma threw raps ones made th grade literally crying thats work trash	0
3080	hair trash need put masque takes much energy	0
3081	head big snapbacks like beanies better anyway	0
3082	mama made brownies everything	0
3083	manager flyy new brand pre order w	0
3084	managers stupid cunt yes said	1
3085	mom buy oreos love	0
3086	mom wants buy zebra like reals	0
3087	neighbors sick wake um nigger music ctfu	1
3088	nephew albino albinos astigmatisms eye spasms partial blindness faults	0
3089	nicca elijahfnbaby swear see madden lol	0
3090	nicca drake gear game bad lol	0
3091	nig jus said nuttin worse den fat loud hoe tru fuckin story	1
3092	nig kkeldalegend took good old new orleans soul food http co vcbkacqbhv	0
3093	nips cold	0
3094	nudes trash	0
3095	phone fml still gotta get yellow sign lol motivation lol btw zoomed x lol http co layvbieiml	0
3096	pits stankin doin dem flows hard ol colored body da heat dem white women pushy day want dare flows fixed	0
3097	shift time mean time im go get means tweeting trash	0
3098	sister told look like bird past told look like alien	0
3099	son still issues tying shoes barefoot time case wanted know hillbilly status	0
3100	teacher always says man ever abused wife using marijuana unless hides oreo cookies deserves	0
3101	nba handle zebras	0
3102	nevermind found trash	0
3103	new nashville noise lukebryanonline loves burgers dierksbentley honky tonks chrisyoungmusic grabs pizza http co sccdyhe ey	0
3104	nfc south trash juice	0
3105	nj sole sole sauce get soles icy http co kl kbdibkh	0
3106	nyc media last week lol look flyover peckerwoods freaking	0
3107	nah electric fairy tale seems cool rather buy drugs money	0
3108	nah people tell artists defies definition trying show youpeople retards game	0
3109	national review calls gay marriage lawlessness http co qptreda yv oregon tcot gop nom lol teabaggers	0
3110	nature majesty beautiful melts butter rt ap photo rare blue colored red king crab caught alaska waters http co ia kfou b	0
3111	naw rt bakegriffin one mad espn gonna talking faggot ass penn state week	1
3112	need bitch drop niggah	1
3113	never seen tinted yellow tongue	0
3114	never seen purple bird poop today lol http co psdx uu	0
3115	never turned back birds	0
3116	new timbersfc jersey yellow green chevron stripe like charlie brown jersey	0
3117	new show announced lutsen mn papa charlies december http artistdata com oy	0
3118	new show announced lutsen mn papa charlies january http artistdata com ck	0
3119	new test makes poop neon colored colon cancer http co gigzo ntpd	0
3120	next time u gone call darky nicca call dat coon jungle bunny boondocks p http co ug wuie	1
3121	next time leave magic trash jacket try initials written whatupag http co tfv cztr	0
3122	nicholas rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted tea leaves spellingbee	0
3123	nigga crackers chase	1
3124	niggah niggah niggah believe wacthh	1
3125	niggas actin like hoes em bitches	1
3126	niggas fucking gay try cancel saying nah bros cool nahhhhhaahahahaha faggot bruh	1
3127	niggas feelings find hoe fuckin another nigga stopsavinthesehoes	1
3128	niggas deserve better bitches	1
3129	niggas sleepin bitches grandmas lmfao maury fake af	1
3130	niggas wear wigs bitches days	1
3131	niggas bitches cheat cause mf always think gettin played	1
3132	nike dc trash	0
3133	nipple banana monkey	0
3134	cuz redskins dumpster juice rt trackinblackkev game week still best rivalry sports	0
3135	girls hoes	0
3136	half breed spic right say anything anglo ever killed	1
3137	speculation mock drafts finally draft day bortleskombat stormwarning builtbyucf chargeon	0
3138	one goes psychiatry help people people immoral everyone works field pure trash	1
3139	one even eaten twinkie like decades	0
3140	police department hires gypsies half breeds nigglets trusted	1
3141	whites pies	1
3142	wrong try change faggots therapy tcot understand sympathize like retards	1
3143	noap taking rt tiffncompany maca root pills making vagina wop	0
3144	nobody gives trophy cause old colored favstartweets	0
3145	none us went prestigious establishments clearly superior fucking retards	1
3146	nope yellow otl	0
3147	norwalk ghetto af lol sudden everyone dodger raider fan	0
3148	nose goes taking trash time caitnicole cici phi	0
3149	straight men frustrated unlike okcupid queer folks ability block http co hbf xza ke	1
3150	word jihadi stream kurdish female suicide bomber kobane story undermines mythology several levels	0
3151	allowed play flappy bird around grandma swears stop swearing lol	0
3152	really sure describe happening eurotrash mguiducci nickbrown vip room http co wts nm egc	0
3153	sure teabaggers would care nelson mandela one know mean teaparty tcot	0
3154	plan dying soon totally going write kenobi sole heir thing locally trust	0
3155	trying follow spooks offense	1
3156	ya grandma brownies wink wink http co pzpi ruq f	0
3157	note rocketeer removes cardboard launcher carries trash bin fleeing	0
3158	note khorasan old arabic name parts iran afghanistan invention modern jihadis justsayin	0
3159	nothing good tv yankees eating balls innings great	0
3160	nothing yokel msu fan constantly reassess izzo aka consistent winner since daugherty biggie flipping munn	0
3161	nothing says teabagger like millionaire complaining broke huh hillaryclinton hillary give break lol p	0
3162	seeing chatter among jihadi fans taking credit alledged kidnapping frenchman algeria france	0
3163	gook boy shawty http co laaahstyeb	0
3164	listening lil spook getting good kinda sad imma single fall know getting annoyed tl aye	0
3165	infuriated jihadis putting murder requests saudi fighter pilots participated bombings syria isis	0
3166	jihadi networks waking claiming raqqa radio confirmed two planes shot pilot captured isis syria	0
3167	oh morningmika saying democrats lost teabagger vote lmao bobble head morningjoe	0
3168	omg frannyhilison pattiemallette ugly faggot bad mother kill like robin williams	1
3169	obama mocked special olympics wendy davis mocks handicapped ya see pattern democrats tcot uniteblue	0
3170	obama newly released gitmo jihadi links terrorists syria http co mywaafd yb tcot pjnet	0
3171	obama faves muslims black ghetto trash http co qtfjraijwn via worldnetdaily	1
3172	obama hellfire missiles tend vaporize jihadis bemetor puremonotheist uniteblue	0
3173	och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden	0
3174	course faith baseball year barrybonds goddamn retards morons	1
3175	offensive line trash	0
3176	officials jihadi cockroaches booking tickets cruise ships syria http co hwkfme kx http co rltlvygptl	0
3177	oh forgot lived ghetto hoodrats	0
3178	oh yahweh hand upon shadow hovers sake house ysrah al mock day long http co wxes dqrp	0
3179	oh coon bike week charlotte ok makes sense	0
3180	oh man could serious first ever chanel bag contender rt evachen grape colored chanel bags http co q shjifv	0
3181	oh oreo baked chocolate chip cookie surprise	0
3182	oh snap realizing skinny tranny jared leto wo unrecognizable weight loss geez	0
3183	oh gonna ruining life throwing away smoking weed test scores higher trash life	0
3184	ok shows cartoon network complete trash stevm universe awwwwwesomeeeeee	0
3185	ok bitch say wut think said believe u described urself dumbass	1
3186	okay maybe every losangeles evil would people encountered trash another barely human	0
3187	omer asik trash offensive side floor dude real life murky doo doo water	0
3188	omg cutest little tinker bell ever http co vdajfvlwyp http co yptz sis	0
3189	omg say face stupid ass hoes talkin shit imma whoop ass dramatic teenage girls	1
3190	omgggggggggg mila kunis fing hot f sarah marshall like bird anorexic	0
3191	omoide yokocho shinjuku tokyo japan jap n lost japan miguel mich n http co j uxi	0
3192	upenn campus black chicks trash gonna paid	1
3193	mission find zebra cakes	0
3194	anniversary isis al qaeda supporters claim ben laden show jihadi authenticity pathetic	0
3195	secret party mission live tweaking mock fatpo	0
3196	brainwork done pacemakers medical device companies call contract tinker toy engineers like sc troll	0
3197	one man trash another transformer http co lpynvqwxxx	0
3198	one mans trash another mans treasure	0
3199	one mans trash another mans treasure believe	0
3200	one tonight dog walk sunset aka invisible bird wire sunset invisiblebird wires http co iltshxlyjd	0
3201	one mark schlabach best looks rt mcmurphyespn charlie weis couple months ago hanging w nelly http co ywvvg z w	0
3202	one favorite songs man shoreline white parakeet trying make bird go home http co bq cbipk	0
3203	one great treasures living san diego ready access mexican twinkies made real sugar mexican coca cola	0
3204	one world prominent jihadi forums got shut http co vafk dou	0
3205	americans degenerate enough honor war dead barbecue anyone grills memorial day trash	0
3206	americans would hire white trash ties international terrorism police officers	1
3207	blood satisfy hungry flames r hollor charlie brown	0
3208	faggots use white ds	1
3209	fags say swag shits mad retarded	1
3210	hick town walk national sports bar get busch light smh	0
3211	retards retweet fuckry	1
3212	white trash watch football	1
3213	white trash would call slants hindis moslems equals	1
3214	word understand blackjesus nigger heavily disappointed show aaronmacgruder stuff blows imo	1
3215	oops freudian slit	0
3216	operation ask redhead resolve charlie brown rejectedpeanutsspecials	0
3217	vote cripple amirite bigot mt dawnnadukes vote votewendydavis governor texas http co lnaew ccod	0
3218	vibing ask see aux cord knowing bout play trash	0
3219	get swept motown lol yankees tigers mlb	0
3220	pollo	0
3221	cant afford winter clothes rt da eye creep summer hoe winter muslimah	0
3222	teach might get u got rt abstraktalante really hate disrespectful ass bitch class professor talking stfu bitch	1
3223	music trash	0
3224	neighborhood rt clairelea know mexcian ghetto http co vq ocrsev	0
3225	oregon losing oregon ahhhahahaha faggots	1
3226	oreo ice cream sandwich http co rm ksy bc	0
3227	oreo shake want	0
3228	oreo milkshakes forever remind jay ibarra	0
3229	oreos coffee brunch want	0
3230	oreos life	0
3231	oriental rugs cause flyer dove	0
3232	oscar taveras went yardie nd career mlb bat stud	0
3233	jihadi news isis executed kuwait preacher redha lari coz extreme hampered reconciliation nusra fatwas	0
3234	female guinea pig pregnant	0
3235	day care taking kitty nap hosers	0
3236	overripe eggplants good eats uncletweet	0
3237	philosophy existentialism depth trash pop	0
3238	pnd jigga man	0
3239	pollos l ast	0
3240	psa reduced fat oreos waxy soften properly dunked milk stay away unnatural dietschmiet oreo	0
